,price,rating,name,online_order,table_booking,type,cuisines
5292,550.0,3.7,Sarvam's,No,Yes,Casual Dining,"North Indian, Chinese, Continental, Pizza"
5293,300.0,3.6,Sasu Maa Ki Rasoi,Yes,No,Quick Bites,"North Indian, Chinese"
5294,650.0,3.1,Satakarni,Yes,No,Casual Dining,"Chinese, South Indian, Andhra, North Indian, Biryani"
5295,1200.0,4.1,Sathya's,No,Yes,Bar,"North Indian, Chinese"
5296,350.0,3.6,Satkar,No,No,Quick Bites,"Chinese, North Indian"
5297,350.0,3.6,Satkar Restaurant,Yes,No,Quick Bites,"North Indian, Chinese, Biryani, Seafood"
5298,900.0,3.7,Satrangi,Yes,No,Casual Dining,"North Indian, South Indian"
5299,250.0,3.5,Sattuani,No,No,Quick Bites,"Bihari, North Indian, Fast Food"
5300,1200.0,4.3,Sattvam,No,No,Casual Dining,"North Indian, South Indian"
5301,300.0,3.6,Sattvam Bakes,No,No,Dessert Parlor,Desserts
5302,450.0,3.5,Sattvic,No,No,Casual Dining,"South Indian, North Indian"
5303,50.0,3.6,Savera Cafe,Yes,No,Cafe,Cafe
5304,450.0,3.7,Savi Sagar,Yes,No,Casual Dining,"North Indian, South Indian, Chinese, Street Food, Beverages"
5305,500.0,4.0,Savitha Family Restaurant,Yes,No,Quick Bites,North Indian
5306,250.0,3.9,Savji's Roll 'N' Biryani,Yes,No,Quick Bites,"North Indian, Chinese, Biryani, Rolls"
5307,350.0,3.3,Savours,Yes,No,Quick Bites,"North Indian, South Indian, Chinese"
5308,550.0,3.9,Savoury - Sea Shell Restaurant,Yes,No,Casual Dining,"Arabian, North Indian, Chinese, Fast Food"
5309,800.0,3.6,Savoury Express,Yes,No,Casual Dining,Arabian
5310,800.0,2.9,Savoury Restaurant,Yes,No,Casual Dining,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani"
5311,250.0,3.3,SB FOODS,No,No,Quick Bites,South Indian
5312,500.0,2.7,Sbarro,Yes,No,Food Court,Pizza
5313,200.0,3.3,Scoops N Smiles,Yes,No,"Dessert Parlor, Quick Bites","Desserts, Sandwich, Pizza, Burger"
5314,600.0,3.9,Scottish Pub,No,No,Bar,Finger Food
5315,500.0,3.3,Sea Green Cafe,No,No,Cafe,"Cafe, Fast Food, Beverages"
5316,400.0,3.4,Sea Horse,No,No,Casual Dining,"South Indian, Chinese"
5317,1100.0,4.6,Sea Lions BBQ & Grills,No,Yes,Casual Dining,"North Indian, Chinese, Mughlai, Mexican, BBQ"
5318,800.0,3.5,Sea Pot,Yes,No,Casual Dining,"Seafood, North Indian"
5319,1000.0,4.6,Sea Rock,Yes,Yes,Casual Dining,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai"
5320,1100.0,4.1,Sea Route,Yes,Yes,Casual Dining,"Seafood, North Indian, Chinese"
5321,600.0,3.7,Sea Salt,No,No,Quick Bites,"South Indian, Seafood"
5322,1200.0,4.0,Sea Spice by 7 Star,Yes,Yes,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab"
5323,1200.0,3.9,Seafood Dot Grill,Yes,No,"Casual Dining, Bar","Seafood, North Indian, Mangalorean"
5324,800.0,4.1,Seafood Place,Yes,No,Casual Dining,"Chinese, North Indian, Kerala, Mangalorean, Seafood"
5325,600.0,3.5,SEAPOT,No,No,Casual Dining,"North Indian, South Indian"
5326,1200.0,4.3,Season - Adarsh Hamilton,No,Yes,Casual Dining,"North Indian, Chinese, South Indian, Continental"
5327,1000.0,2.9,Seasons,Yes,No,Casual Dining,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices"
5328,400.0,3.7,Second Wife Cafe,Yes,No,Quick Bites,"Arabian, North Indian"
5329,,,,,,,
5330,,,,,,,
5331,500.0,3.6,Seekers Cafe,No,No,Casual Dining,"Italian, Continental"
5332,350.0,3.3,SeeYa Restaurant,No,No,Quick Bites,"North Indian, Kerala, Chinese"
5333,300.0,3.7,Selfie Cafe,No,No,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts"
5334,150.0,3.9,Sendhoor Coffee,No,No,Quick Bites,"Coffee, Street Food"
5335,100.0,3.4,Senthur Cafe,No,No,Quick Bites,"South Indian, Beverages"
5336,100.0,3.4,Serenitea4u,No,No,"Beverage Shop, Quick Bites","Beverages, Fast Food"
5337,400.0,3.7,Serranos Mexican Grill,Yes,No,Quick Bites,Mexican
5338,350.0,3.5,Sethji Home Made Food,Yes,No,Quick Bites,North Indian
5339,700.0,2.8,Seven Ate Nine,Yes,No,Casual Dining,"North Indian, Steak, South Indian"
5340,900.0,2.8,Seven Spices - Manipal County,No,No,Casual Dining,"North Indian, Chinese, Continental"
5341,250.0,3.4,Seven Star,Yes,No,Quick Bites,"North Indian, Chinese"
5342,350.0,3.6,SFC Kabab Corner,No,No,Quick Bites,"Chinese, Andhra"
5343,400.0,3.1,SGS Non Veg - Gundu Pulav,Yes,No,Quick Bites,"Biryani, Fast Food"
5344,400.0,3.6,SGS Nonveg- Gundu Palav,No,No,Quick Bites,"Biryani, Fast Food"
5345,600.0,2.8,Shaadi Ki Biryani,Yes,No,Casual Dining,Biryani
5346,350.0,3.1,Shaahi Mezbaan Restaurant,No,No,Quick Bites,North Indian
5347,500.0,2.9,Shaan-E-Punjab,Yes,No,Casual Dining,North Indian
5348,500.0,3.6,Shaap,Yes,No,Casual Dining,"Kerala, Seafood"
5349,150.0,3.5,Shabari Kitchen,Yes,No,Quick Bites,"South Indian, Chinese"
5350,400.0,3.7,Sha-e-Darbar,Yes,No,Quick Bites,"North Indian, Chinese"
5351,400.0,3.5,Shagun Sweets & Foods,Yes,No,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food, Chinese"
5352,300.0,3.2,Shahi Darbar,Yes,No,Quick Bites,"Chinese, North Indian"
5353,400.0,3.9,Shahi Darbar Roll Centre,No,No,Quick Bites,"Street Food, Rolls"
5354,400.0,2.9,Shahi Dasterkhwan,No,No,Quick Bites,"North Indian, Kebab, Mughlai"
5355,350.0,3.2,Shahi Family Restaurant,Yes,No,Quick Bites,"North Indian, Chinese, South Indian"
5356,400.0,3.4,Shahi Grill,No,No,Quick Bites,"North Indian, Chinese"
5357,500.0,3.1,Shahi Hyderabadi Dum Biryani,Yes,No,Casual Dining,"North Indian, Biryani"
5358,200.0,3.8,Shahi Kabab,No,No,Quick Bites,Rolls
5359,600.0,3.1,Shahi Rasoi,Yes,No,Delivery,"North Indian, Mughlai"
5360,300.0,3.2,Shahi Zaikha,Yes,No,Quick Bites,"Chinese, North Indian, Mughlai"
5361,450.0,3.2,SHAIK's DYNASTY,No,No,Casual Dining,"North Indian, Chinese"
5362,600.0,3.6,Shake It Off,Yes,No,Beverage Shop,"Beverages, Fast Food"
5363,200.0,3.6,Shake N Snack,No,No,Beverage Shop,"Beverages, Fast Food"
5364,200.0,3.2,Shake Tat Bottle,Yes,No,Beverage Shop,Beverages
5365,200.0,2.8,Shake The Shake,Yes,No,Beverage Shop,Juices
5366,1500.0,3.9,Shaken & Stirred,Yes,No,"Bar, Casual Dining","Continental, North Indian, Chinese"
5367,300.0,4.5,Shakes Theory,Yes,No,Beverage Shop,"Beverages, Sandwich"
5368,300.0,2.8,Shakes365,No,No,Beverage Shop,Beverages
5369,1500.0,4.3,ShakesBierre,No,Yes,"Microbrewery, Casual Dining","Asian, Continental, European, North Indian"
5370,900.0,3.1,Shakthi Bar and Restaurant,No,No,"Bar, Casual Dining","North Indian, South Indian, Chinese"
5371,700.0,4.0,Shalimar,Yes,No,Casual Dining,"North Indian, Chinese, Seafood"
5372,300.0,3.3,Shammah's,No,No,Quick Bites,"Chinese, North Indian"
5373,400.0,3.0,Shan Restaurant,Yes,No,Casual Dining,"Kerala, Chinese, South Indian, North Indian"
5374,500.0,4.0,Shandong,Yes,No,Casual Dining,"Chinese, Momos"
5375,1400.0,2.8,Shandys-The Beer Cocktail Hub,No,No,"Bar, Casual Dining","North Indian, South Indian, Chinese, Italian"
5376,400.0,3.1,Shan-e-Punjabi Express,Yes,No,Quick Bites,North Indian
5377,2000.0,4.1,Shang Palace - Shangri-La Hotel,No,Yes,"Fine Dining, Bar","Chinese, Asian"
5378,500.0,3.4,Shangai Sun,No,No,"Takeaway, Delivery","Asian, Chinese"
5379,800.0,4.1,Shanghai Bistro,Yes,No,Casual Dining,"Chinese, Thai, Vietnamese"
5380,700.0,4.1,Shanghai Court,Yes,No,Casual Dining,"Chinese, Thai"
5381,450.0,3.1,Shanghai Times,No,No,Food Court,"Chinese, Asian"
5382,300.0,3.1,Shanghai Xpress,No,No,Quick Bites,Chinese
5383,500.0,3.8,Shankar Maanes Kitchen,Yes,No,Quick Bites,"South Indian, Biryani, North Indian"
5384,800.0,3.8,Shanmukha,Yes,No,Casual Dining,"Biryani, Andhra, North Indian, Chinese"
5385,150.0,3.4,Shanthala Icecreams,No,No,Dessert Parlor,"Ice Cream, Desserts"
5386,400.0,3.1,Shanthi Sagar,Yes,No,Casual Dining,"South Indian, North Indian, Chinese"
5387,500.0,2.7,Shanthi Sagar Deluxe,No,No,Casual Dining,"South Indian, North Indian, Fast Food"
5388,200.0,3.4,Shanthi Sweets & Bakery,No,No,"Sweet Shop, Quick Bites","Mithai, Street Food"
5389,300.0,3.8,Shanti Sweets,Yes,No,"Sweet Shop, Quick Bites","Mithai, Street Food"
5390,1500.0,3.9,Sharaab Factory,Yes,Yes,Bar,"Biryani, North Indian"
5391,700.0,4.3,Sharief Bhai,No,Yes,Casual Dining,"Mughlai, Biryani"
5392,200.0,2.8,Sharma Ji Chaats And Desi khana,No,No,Quick Bites,"North Indian, Street Food"
5393,550.0,4.0,Sharma's Malai & Masala,Yes,No,Casual Dining,North Indian
5394,300.0,2.8,Sharon Hotel,No,No,Quick Bites,"Kerala, South Indian"
5395,700.0,3.5,Shater Grill House,No,No,Casual Dining,"North Indian, Arabian, Chinese"
5396,100.0,3.3,Shawarma & Kolkata Rolls,No,No,Quick Bites,"Rolls, Fast Food"
5397,200.0,3.3,Shawarma Bae,No,No,Quick Bites,"Beverages, Fast Food"
5398,200.0,2.8,Shawarma Bite,No,No,Quick Bites,Arabian
5399,300.0,3.4,Shawarma Hunt,No,No,Quick Bites,Arabian
5400,250.0,3.0,Shawarma Inc,Yes,No,Food Court,"Rolls, Lebanese"
5401,500.0,3.4,Shawarma King Restaurant,Yes,No,Quick Bites,"Arabian, Chinese, North Indian"
5402,300.0,3.7,Shawarma Time,Yes,No,Quick Bites,Arabian
5403,400.0,3.7,She Brews,Yes,No,Cafe,"Cafe, Continental, Thai, Chinese"
5404,1500.0,4.2,Shebestan - Sterlings MAC Hotel,No,Yes,Casual Dining,Arabian
5405,700.0,4.0,Sheesh Kebab,Yes,No,Casual Dining,North Indian
5406,800.0,3.6,Shee-Sha Cafe,No,Yes,"Cafe, Casual Dining","Cafe, North Indian, Chinese, Continental"
5407,300.0,3.7,Shekhawati Restaurant,Yes,No,Quick Bites,North Indian
5408,400.0,3.1,Sher-E-Punjab,Yes,No,Quick Bites,"North Indian, Chinese"
5409,350.0,3.6,Sherlock's Cafe,Yes,No,Cafe,"Cafe, Fast Food"
5410,1500.0,3.2,Sherlock's Pub,Yes,Yes,"Pub, Casual Dining","Continental, North Indian, Chinese"
5411,600.0,3.7,Shetty's Kitchen,Yes,No,Quick Bites,Mangalorean
5412,600.0,4.1,Shezan,Yes,No,Casual Dining,"Chinese, Continental, North Indian, Mughlai, Steak"
5413,1500.0,4.2,Shift,Yes,Yes,"Lounge, Casual Dining","Finger Food, Continental, North Indian"
5414,600.0,3.6,Shilpa Gulati's Desserts,No,No,Bakery,Bakery
5415,250.0,3.6,Shilpa Veg,No,No,Quick Bites,"South Indian, Street Food, Beverages, Desserts"
5416,3000.0,4.4,Shiro,Yes,Yes,"Fine Dining, Lounge","Japanese, Asian"
5417,800.0,2.8,Shiv Sagar,No,No,Casual Dining,"South Indian, North Indian, Chinese"
5418,200.0,3.0,Shiv Sager,No,No,Food Court,"South Indian, North Indian, Chinese"
5419,400.0,3.2,Shiv Sai,No,No,Quick Bites,North Indian
5420,400.0,3.5,Shiv Sai Hotel,Yes,No,Quick Bites,North Indian
5421,100.0,4.0,Shiv Shakthi,Yes,No,Quick Bites,"Street Food, North Indian"
5422,150.0,3.7,Shiv Shankar Chaats,No,No,Quick Bites,Street Food
5423,350.0,3.5,Shiv Shankar Hotel,No,No,Quick Bites,"North Indian, Chinese"
5424,300.0,3.2,Shiva Sai Andhra Hotel,No,No,Quick Bites,"South Indian, Chinese"
5425,400.0,2.8,Shivaay's Cafe,No,No,"Cafe, Dessert Parlor","Cafe, Desserts, Fast Food"
5426,400.0,3.4,Shivaji Maratha Hotel,No,No,Quick Bites,South Indian
5427,450.0,4.3,Shivaji Military Hotel,No,No,Casual Dining,"South Indian, Biryani"
5428,300.0,3.6,Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,No,No,Quick Bites,Biryani
5429,800.0,2.8,Shiva's Bar And Restaurant,No,No,"Bar, Casual Dining","South Indian, North Indian, Fast Food"
5430,550.0,3.4,Shivas Family Restaurant,No,No,Casual Dining,"North Indian, Chinese"
5431,250.0,3.3,Shiva's Naram Garam,No,No,Quick Bites,"North Indian, Chinese"
5432,1800.0,4.4,Shizusan Shophouse & Bar,Yes,Yes,"Casual Dining, Bar","Asian, Japanese, Vietnamese, Korean, Chinese, Thai"
5433,600.0,3.6,Shoiab Family Restaurant,Yes,No,Casual Dining,"North Indian, South Indian, Chinese"
5434,1200.0,3.5,Sholay - The Barbeque,Yes,Yes,Casual Dining,"North Indian, BBQ"
5435,400.0,3.2,Shradhi Lunch Home,No,No,Quick Bites,"Mughlai, North Indian, Chinese"
5436,200.0,3.3,Shree Annapoorneshwari Mess,No,No,Mess,South Indian
5437,200.0,3.0,Shree Balaji Paratha House,No,No,Quick Bites,North Indian
5438,150.0,4.1,Shree Cool Point,Yes,No,Quick Bites,"Fast Food, Street Food, Beverages"
5439,500.0,3.2,Shree Durga,No,No,Quick Bites,"North Indian, Chinese, Seafood"
5440,200.0,3.1,Shree Durgamba Juice Centre,Yes,No,Beverage Shop,Beverages
5441,250.0,3.3,Shree Guru Juice 'N' Ice,Yes,No,Quick Bites,"Fast Food, Chinese, Beverages"
5442,200.0,3.6,Shree Guru Raghavendra Chats Chintamani Special,Yes,No,Quick Bites,"Street Food, Fast Food"
5443,500.0,3.5,Shree Guru Sagar,Yes,No,Quick Bites,"Chinese, North Indian, South Indian"
5444,300.0,3.6,Shree Guru Sagar Fast Food,Yes,No,Quick Bites,"North Indian, South Indian, Chinese"
5445,300.0,2.8,Shree K Foods,Yes,No,Quick Bites,"Street Food, North Indian"
5446,450.0,3.9,Shree Khana Khazana,Yes,No,Casual Dining,"North Indian, Chinese"
5447,450.0,3.4,Shree Krishna Sannidhi,Yes,No,Quick Bites,"North Indian, Chinese"
5448,100.0,3.2,Shree Mahalakshmi Sweets,Yes,No,Sweet Shop,"Mithai, Street Food"
5449,400.0,3.7,Shree Mandarathi Grand,Yes,No,Casual Dining,"South Indian, North Indian"
5450,550.0,3.4,Shree Manjunatha Bar and Restaurant,No,No,Casual Dining,"North Indian, South Indian, Chinese"
5451,250.0,3.2,Shree Maruthi Sweets,No,No,Sweet Shop,"Mithai, Street Food"
5452,,3.5,Shree Mithai,No,No,Quick Bites,"Desserts, Street Food, Mithai"
5453,300.0,4.1,Shree Muthahalli Veg,Yes,No,Quick Bites,"South Indian, North Indian, Chinese, Juices, Ice Cream"
5454,150.0,3.3,Shree Nandini Andhra Mess,No,No,Mess,Andhra
5455,500.0,3.2,Shree Ranga Vilas,No,No,Casual Dining,"North Indian, South Indian, Chinese, Juices"
5456,400.0,3.2,Shree Sadguru Refreshment,No,No,Quick Bites,"South Indian, Chinese"
5457,500.0,2.8,Shree Sagar,No,No,Casual Dining,"North Indian, South Indian, Chinese"
5458,100.0,3.6,Shree Saraswathi Sweets Centre,Yes,No,Sweet Shop,"Mithai, Street Food"
5459,150.0,4.0,Shree Thali,No,No,Mess,North Indian
5460,450.0,3.5,Shree Udupi Grand,Yes,No,Casual Dining,"South Indian, Chinese, North Indian"
5461,150.0,2.8,Shree Udupi South kitchen,No,No,Quick Bites,South Indian
5462,200.0,4.0,Shree Venkateshwara North Karnataka Hotel,No,No,Quick Bites,South Indian
5463,600.0,3.7,Shreedevi,No,No,Quick Bites,"North Indian, Andhra, Chinese"
5464,300.0,3.8,Shreeji Restaurant,Yes,No,"Takeaway, Delivery","North Indian, Gujarati"
5465,350.0,3.3,Shreya Ranna Ghar,No,No,Quick Bites,"Bengali, North Indian"
5466,200.0,3.0,Shreyas Upahar & Burger Point,Yes,No,Quick Bites,"South Indian, Burger"
5467,400.0,3.3,Shri Family Restaurant,Yes,No,Quick Bites,"South Indian, North Indian, Chinese, Seafood"
5468,400.0,2.8,Shri Guru Raghavendra Grand Veg,No,No,Quick Bites,"South Indian, North Indian, Chinese"
5469,350.0,3.7,Shri Krishna Bhavan,No,No,Quick Bites,"South Indian, Chinese, North Indian, Street Food"
5470,250.0,3.5,Shri Lakshami Venkateshwara Iyengar's Bakery,No,No,"Bakery, Dessert Parlor",Bakery
5471,500.0,2.8,Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,Yes,No,Quick Bites,"Andhra, Chinese, Biryani"
5472,400.0,3.9,Shri Madhuram,No,No,Casual Dining,"South Indian, North Indian"
5473,150.0,4.0,Shri Ram Sweet Centre,No,No,"Quick Bites, Sweet Shop","Street Food, Mithai"
5474,300.0,2.8,Shri Sai Ram Andhra Hotel,No,No,Quick Bites,"South Indian, North Indian"
5475,300.0,3.9,Shri Udupi Cafe,Yes,No,Quick Bites,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages"
5476,150.0,3.1,Shri Vinayaka Ice N Juice,No,No,Quick Bites,"Beverages, Fast Food"
5477,450.0,3.0,Shri Vishnu Grand,Yes,No,Casual Dining,"North Indian, South Indian, Chinese"
5478,200.0,3.5,Shringar Sweets & Snacks,Yes,No,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food"
5479,300.0,3.3,Shrinidhi Military Hotel,No,No,Quick Bites,"North Indian, Mughlai"
5480,150.0,3.7,Shrusti Coffee,No,No,"Cafe, Quick Bites","Cafe, South Indian"
5481,400.0,3.9,Shubh Sweets,No,No,"Quick Bites, Sweet Shop","Street Food, Mithai, Momos"
5482,350.0,4.0,Shuchi Ruchi,Yes,No,Quick Bites,"Chinese, North Indian, Street Food"
5483,400.0,4.0,Shuddh Desi Khana,Yes,No,Quick Bites,North Indian
5484,300.0,4.1,Shudh,Yes,No,Delivery,North Indian
5485,200.0,3.5,Shudh Desi Khana,Yes,No,Quick Bites,"North Indian, Chinese"
5486,300.0,3.2,Shyam's Lunch Box,Yes,No,Quick Bites,"Biryani, South Indian, Chinese, North Indian"
5487,500.0,3.6,Shyvan Restaurant,Yes,No,Casual Dining,"North Indian, Chinese"
5488,800.0,4.0,Sichuan,Yes,No,Casual Dining,"Chinese, Asian, Seafood"
5489,150.0,4.1,Siddappa Hotel,No,No,Quick Bites,South Indian
5490,400.0,3.6,Siddharth Restaurant,No,No,Quick Bites,"North Indian, Chinese"
5491,250.0,4.4,Siddiqu Kabab Center,No,No,Quick Bites,"North Indian, Rolls"
5492,550.0,3.9,Siddique Kabab Centre,Yes,No,Casual Dining,"Mughlai, Kebab, Chinese"
5493,400.0,2.8,Side Street Kitchen,No,No,Quick Bites,"Kerala, Chinese, Fast Food"
5494,450.0,3.4,Sidekicks,No,No,Quick Bites,Continental
5495,1300.0,4.4,Sidewalk - The Garden Bar,Yes,Yes,"Bar, Casual Dining","North Indian, Continental, Chinese, Thai"
5496,800.0,3.9,Sidewalk Cafe - Nahar's Heritage Hotel,No,No,Casual Dining,"Italian, Fast Food"
5497,1500.0,4.2,Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,Casual Dining,"European, Italian, Asian"
5498,400.0,3.9,Sidra Eatery,Yes,No,Quick Bites,"North Indian, Continental"
5499,1400.0,4.4,Sigree Global Grill,No,Yes,"Casual Dining, Bar","North Indian, BBQ"
5500,300.0,3.7,Sihi Chocolaterie,No,No,Dessert Parlor,Desserts
5501,350.0,4.2,Sikori,Yes,No,Quick Bites,"Street Food, North Indian"
5502,750.0,3.8,Sila Restaurant,Yes,No,Casual Dining,"Chinese, Seafood, North Indian, Biryani, Desserts"
5503,750.0,3.9,Silbatti,No,Yes,Casual Dining,North Indian
5504,200.0,2.8,Silicon Spicy Bite & Sip,No,No,Quick Bites,"Fast Food, Beverages"
5505,800.0,2.7,Silsila,No,No,Casual Dining,North Indian
5506,600.0,3.7,Silsila Restaurant,Yes,No,Casual Dining,"Chinese, North Indian"
5507,900.0,3.5,Silver Leaf - Ramee Guestline Hotels,No,No,Casual Dining,"Continental, Mughlai, North Indian, Chinese"
5508,800.0,3.3,Silver Spoon,No,No,"Casual Dining, Bar","North Indian, Chinese, Continental"
5509,400.0,3.2,Silver Spoon Restaurant,Yes,No,Quick Bites,"North Indian, Chinese, Continental"
5510,500.0,3.4,Silver Star,No,No,Casual Dining,"South Indian, Chinese, North Indian"
5511,800.0,3.9,Simhapuri Kitchen,Yes,Yes,Casual Dining,"Andhra, Biryani, Chinese, South Indian"
5512,300.0,3.8,Simhapuri Mess,No,No,Mess,North Indian
5513,1400.0,4.5,Simon Says Brew Works,No,Yes,"Microbrewery, Casual Dining","Continental, American, Italian, Modern Indian, Pizza, Burger"
5514,200.0,3.5,Simple Thindies,No,No,Quick Bites,South Indian
5515,800.0,3.9,Simply Indian,Yes,Yes,Casual Dining,"North Indian, Chinese, Seafood, Biryani, Mangalorean"
5516,500.0,3.4,Simu?s Kitchen,No,No,"Takeaway, Delivery","Mughlai, Desserts"
5517,1100.0,4.2,Sindh Kitchen,Yes,Yes,Casual Dining,"North Indian, Sindhi, Seafood"
5518,600.0,3.2,Sindhu Family Restaurant,No,No,Casual Dining,"North Indian, Chinese, Seafood"
5519,600.0,3.1,Sindhuri Restaurant,Yes,No,Casual Dining,"Chinese, North Indian, Biryani"
5520,400.0,3.3,Singh Da Dhaba,No,No,Quick Bites,North Indian
5521,400.0,3.8,Singh Punjabi Dhaba,No,No,Quick Bites,"North Indian, Chinese"
5522,850.0,3.7,Singh Saab,Yes,No,Casual Dining,North Indian
5523,400.0,3.8,Singh Saab Dhaba,Yes,No,Casual Dining,"Fast Food, North Indian"
5524,800.0,3.2,Singh Saheb Di Rasoi,Yes,No,Quick Bites,North Indian
5525,600.0,3.6,Sintales,Yes,No,Cafe,"Cafe, Continental, Pizza, Burger, Beverages"
5526,300.0,3.3,Sip N Bite,No,No,Quick Bites,"Fast Food, North Indian, South Indian, Chinese"
5527,800.0,3.6,Sip n Dine,Yes,No,Casual Dining,"North Indian, Chinese, South Indian"
5528,400.0,3.4,Siridhanya Upahara Darshini,Yes,No,Casual Dining,South Indian
5529,800.0,3.8,Sitaar,Yes,Yes,Casual Dining,"North Indian, Chinese"
5530,400.0,3.9,Sitara Veg Restaurant,Yes,No,Quick Bites,"South Indian, North Indian, Chinese"
5531,600.0,4.4,Sixth Avenue Cafe And Patisserie,No,No,"Cafe, Dessert Parlor","Cafe, Italian, Desserts"
5532,800.0,2.8,Sizzles,No,No,Casual Dining,"North Indian, Chinese, Continental"
5533,300.0,2.9,Sizzling China,Yes,No,Food Court,Chinese
5534,1100.0,4.1,Sizzling Pasto,Yes,Yes,"Casual Dining, Bar","Continental, Chinese, North Indian"
5535,600.0,3.9,Sizzling Szechuan,Yes,No,Casual Dining,"Chinese, Thai, Seafood"
5536,400.0,3.1,Sizzling Tandoor,No,No,Food Court,"Mughlai, North Indian, Biryani"
5537,400.0,3.2,Sk Grand Hotel,No,No,Casual Dining,South Indian
5538,100.0,3.3,SK Tiffins Corner,Yes,No,Quick Bites,South Indian
5539,400.0,3.5,Skanda Cafe,No,No,Quick Bites,"South Indian, Chinese, North Indian"
5540,400.0,3.2,Skandas Veg Restaurant,No,No,Casual Dining,"South Indian, North Indian"
5541,350.0,3.5,Sketches,No,No,Quick Bites,"South Indian, Fast Food"
5542,700.0,4.3,Skoolroom,Yes,No,Cafe,"Cafe, Continental, Italian, Burger, Beverages"
5543,300.0,3.4,SKS Veg Corner,Yes,No,Quick Bites,South Indian
5544,300.0,3.1,SKY FOG,No,No,"Dessert Parlor, Quick Bites","Desserts, Ice Cream, Fast Food"
5545,100.0,2.8,Sky Juice Corner,Yes,No,Beverage Shop,Juices
5546,1500.0,4.0,Sky Lounge Bar - Svenska Design Hotel,Yes,Yes,"Bar, Casual Dining","North Indian, Pizza, Asian, Italian"
5547,1500.0,4.2,SkyDeck By Sherlock's,No,Yes,"Pub, Casual Dining","Continental, Chinese, Finger Food, North Indian"
5548,550.0,3.2,Skyline Family Restaurant,Yes,No,Casual Dining,"North Indian, Chinese, Seafood, Mangalorean"
5549,600.0,3.9,Skyline Pizzeria,No,No,"Cafe, Bakery","Cafe, Bakery, Italian"
5550,1500.0,3.6,Skylit - Citrus Hotels,No,Yes,Lounge,"North Indian, Mughlai, Mediterranean"
5551,700.0,3.7,Skytouch Le Cafe,Yes,No,Cafe,"Cafe, Italian, Desserts"
5552,700.0,3.3,Skywalk Restobar,No,No,"Casual Dining, Bar","North Indian, South Indian"
5553,2500.0,4.2,Skyye,No,Yes,Lounge,Continental
5554,100.0,4.0,SL Vadapav,Yes,No,Quick Bites,Maharashtrian
5555,500.0,3.6,Slanz Cafe,Yes,No,Cafe,"Cafe, Italian, Desserts"
5556,600.0,4.1,Slate Cafe,Yes,No,Cafe,"Cafe, Sandwich, Burger"
5557,400.0,3.1,Slice of Spice,No,No,Quick Bites,"North Indian, Chinese"
5558,850.0,4.1,SlimSins Cafe,No,No,Cafe,"Cafe, Healthy Food"
5559,100.0,3.9,SLN Lunch Home,No,No,Quick Bites,South Indian
5560,2000.0,3.7,Slo' Food Co.2,No,No,Casual Dining,"European, North Indian, South Indian, Seafood, Salad, Asian, Grill"
5561,1200.0,3.9,Sloshed,No,Yes,"Pub, Casual Dining","Arabian, Chinese, Continental, North Indian, Finger Food"
5562,1500.0,3.8,Slounge - Lemon Tree Hotel,No,No,Lounge,Finger Food
5563,1500.0,4.0,Slounge - Lemon Tree Premier,No,No,Lounge,Finger Food
5564,300.0,3.5,Slurpy Shakes,Yes,No,Beverage Shop,Beverages
5565,200.0,3.5,SLV Andhra Mess,Yes,No,Quick Bites,"Chinese, North Indian"
5566,550.0,4.1,SLV Corner Restaurant,Yes,No,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices"
5567,500.0,3.0,SLV Delite,No,No,Casual Dining,"South Indian, North Indian"
5568,300.0,3.3,SLV Grand,Yes,No,Quick Bites,South Indian
5569,100.0,3.2,SLV Kabab Centre,No,No,Quick Bites,"Biryani, Fast Food"
5570,400.0,2.8,SLV Ragigudda,Yes,No,Quick Bites,"South Indian, Indian"
5571,100.0,4.1,SLV Refreshment,No,No,Quick Bites,South Indian
5572,300.0,4.1,SLV Restaurant,No,No,Quick Bites,"South Indian, North Indian, Chinese"
5573,300.0,3.8,SLV Swadishta,No,No,Quick Bites,South Indian
5574,250.0,3.1,SLV Upachar,Yes,No,Quick Bites,"South Indian, Chinese, Street Food"
5575,200.0,3.5,SLV Upahara,No,No,Quick Bites,"South Indian, North Indian"
5576,2500.0,4.4,Sly Granny - The Community House,No,Yes,"Fine Dining, Bar","Modern Indian, European, American"
5577,1500.0,4.0,Smaaash,No,Yes,"Casual Dining, Pub","North Indian, Pizza, Chinese"
5578,,,Smack,No,No,Quick Bites,Fast Food
5579,300.0,3.5,S'Mack,Yes,No,Quick Bites,"Rolls, Sandwich"
